,imdbid,title,year,genres,director,writer,cast,runtime,country,language,rating,plot
194,2550794,"""K?chenschlacht, Die"" Episode dated 29 October 2012 (2012)",2012,,,,"Horst Lichter (Himself - Host), Ralf Zacherl (Himself - Judge), Steffen Henssler (Himself)",,,,,
195,2339273,"""VIP zpr?vy"" Episode dated 29 March 2012 (2012)",2012,Talk-Show,,,"Ivana Gottov? (Herself - Host), Claudia Cardinale (Herself), Hana Hegerov? (Herself)",,,,,
196,2961054,"""Ch?b? desuyo!"" Episode dated 29 December 2012 (2012)",2012,"Game-Show, Talk-Show",,,"Masaaki Sakai (Himself), Erina Masuda (Herself), Reiko Shiota (Herself - Guest), Hiroshi Takeda (Himself - Narrator)",,,,,
197,4122918,"""V?deo Show"" Episode dated 29 February 2012 (2012)",2012,"Documentary, Game-Show",,,"?ngelo Ant?nio (Himself), Carlos Casagrande (Himself), Dennis Carvalho (Host), Lauro Corona (Host), Bruno de Luca (Himself - Reporter)",,,,,
198,2315078,"""Fant?stico"" Episode dated 29 July 2012 (2012)",2012,Documentary,,,"Ta?s Ara?jo (Herself), Ot?vio Augusto (Himself), Felix Baumgartner (Himself), Rodrigo Bocardi (Himself - Reporter), Zeca Camargo (Himself - Host)",,,,,
199,2278305,"""Sense ficci?"" Episode dated 29 February 2012 (2012)",2012,Talk-Show,Joan Salvat,,"Joan Salvat (Himself - Host), Manuel Huerga (Himself)",,,,,
200,3145136,"""Array?n"" Episode dated 29 November 2012 (2012)",2012,"Drama, Romance","J.J. Cort?s, Jos? Mar?a Mart?n Yeste, Leo Vega","Arturo Cid, Eduardo Galdo, Ignacio Garc?a, Tacho Gonz?lez, Juan Larrondo, Nuria Lucena","Raquel Infante (Sole), Miguel Hermoso Arnao (Rom?n), Jes?s Cabrero (Carlos), Mar?a Delgado (Isabel), Roberto San Mart?n (Alberto de Villena)",,,,,
201,2335013,"""Avant-premi?res"" Episode dated 29 March 2012 (2012)",2012,Talk-Show,,,"Elisabeth Tchoungi (Herself - Host), Claude Askolovitch (Himself - Panelist), Marie Colmant (Herself - Panelist), Jean d'Ormesson (Himself), Diane Ducret (Herself)",,,,,
202,2291708,"""Array?n"" Episode dated 29 February 2012 (2012)",2012,"Drama, Romance","J.J. Cort?s, Jos? Mar?a Mart?n Yeste, Leo Vega","Arturo Cid, Arturo Cid, Ignacio Garc?a, Nuria Lucena","Teresa Alba, Mar?a Jos? Barroso (Dra. Laura Hinojosa), Jes?s Carrillo, Aida de la Cruz (Valentina), Mar?a Delgado (Isabel)",,,,,
203,437766,#2: Drops (2004),2004,Short,Diego Alberti,Diego Alberti,,Argentina:7,Argentina,Spanish,,
204,2757790,#30 (2013),2013,"Short, Comedy, Drama, Musical",Timothy Wilde,"Kayla Strada, Timothy Wilde","Jessica Vickers (Chelsea), Daryl Kirkness (Jasper), Gareth Davis (Karl), Rose Cooper (Jackie), Paige Morse (Dinah)",9,Australia,English,6.5 (19 votes),"A bright and talented performer, Chelsea Johnston auditions for a role in Hamlet. When informed she has learned the wrong piece and asked to do a cold read, Chelsea does everything she can to convince the director and producers of how talented she is, but its all for naught until she confronts what she fears and risks 'the powers that be' witnessing her most intimate secret"
205,1171222,Baggage Claim (2013),2013,Comedy,David E. Talbert,"David E. Talbert, David E. Talbert","Paula Patton (Montana Moore), Derek Luke (William Wright), Taye Diggs (Langston), Boris Kodjoe (Graham), Trey Songz (Damon)",96,USA,English,4.9 (5262 votes),"Determined to get engaged before her youngest sister's wedding, flight attendant Montana Moore ("
206,3045220,"""3 Minute Update, The"" March 30, 2013 (2013)",2013,News,,,,,,,,
207,3064808,"""3 Minute Update, The"" May 30, 2013 (2013)",2013,News,,,,,,,,
208,3163354,"""3 Minute Update, The"" August 30, 2013 (2013)",2013,News,,,"Karla Cavalli (Fashion Host), Dana Flynn (Business and Technology Host), Rebecca Grant (Sports Host), Kalena Liane (Celebrity Host), Samantha Robinson (Gaming Host)",,,,,"HOLLYWOOD- Sean Kingston and his bodyguard accused of gang rape! Kylie Jenner, began driving only 18 days ago and caused 3 car chain crash! Plus Scooter Braun the next judge on American Idol? SPORTS- Former Patriot Aaron Hernandez told coach Bill Belichick that he feared for his life. Tim Tebow continues to battle for a roster spot with the New England Patriots. Plus college football season is underway! BUSINESS- Former Patriot Aaron Hernandez told coach Bill Belichick that he feared for his life. Tim Tebow continues to battle for a roster spot with the New England Patriots. Plus college football season is underway! FASHION- Pinterest and New York Fashion Week teaming up! Designer label Lauren Moshi is launching a new superhero themed apparel collection with Warner Bros and DC Comics. Plus Black Scale has announced its new Fall/Holiday collection. TECHNOLOGY- Co-founder of Apple, Steve Wozniak, wants to make non-iPhone smartphone? VP of Andriods, Huge Barra, is leaving Google and heading to Xiaomi. Plus Skype is developing 3D video calling. GAMING- Big presale numbers for WATCH DOGS and ASSASIN'S CREED IV: BLACK FLAG! DARK SOULS II has a beta headed to gamers this fall! Plus Valve's title DOTA 2 will be played at Major League Gaming's Pro Circuit!"
209,3132580,"""3 Minute Update, The"" July 30, 2013 (2013)",2013,News,,,,,,,,"HOLLYWOOD UPDATE- HALO: SPARTAN ASSAULT is now available to Windows 8 and Windows Phone 8 users on Verizon. Gearbox Software just revealed details about the 5th BORDERLANDS 2 DLC that is in the works! Plus ASSASSIN'S CREED VI modern day version of the game could happen! SPORTS UPDATE- The Green Bay Packers have signed wide receiver Omarius Hines and safety Chris Banjo. The Tampa Bay Rays have acquired Jesse Crain from the Chicago White Sox. Plus Tony Romo continues to recover from back surgery and hopes to play the Hall of Fame Game! TECHNOLOGY UPDATE- Amazon just announced they are going to hire thousands of new employees! China Labor Watch organization accused Apple manufacturer, Pegatron of being guilty of labor abuses! Plus more drama for Dell! GAMING UPDATE- Namco Bandai announced a release date for PAC-MAN AND THE GHOSTLY ADVENTURES and released a new trailer. SPIDER-MAN co-creator Stan Lee will be featured as a playable character in LEGO MARVEL SUPER HEROES. Plus the release of WASTELAND 2 has been delayed!"
210,3453646,"""3 Minute Update, The"" November 30, 2013 (2013)",2013,News,,,Kalena Liane (Celebrity Host),,,,,"WEEKEND WRAP UP ENTERTAINMENT Swift and Timberlake Win Big At AMA. The Boss Announces New Album. Public Outcry Over the Death of Brian Griffin. Kimye Motorcycle Sold on Ebay. Charlie Sheen Fulfills A Dying Man's Last Wish. TECHNOLOGY Google Glass Blinds Developers. Astronauts Celebrate Thanksgiving in Space. Workout Clothes Track Muscles. SpaceX Turkey Day Launch Scrubbed. Shushing Obnoxious Sounds With Computer Chips. GAMING Clerk Plays Candy Crush During Robbery. Basement Crawl Trailer Released. Video Games Boost Skills. Cussing Not Allowed on XBOX One Uploads. Playstation Mobile Gives Away Two Free Games Every Week. SPORTS Pacman Plans A Trip To Philippines. Kobe Signs An Extension. World Cup Stadium Collapses In Brazil! Lions, Cowboys and Ravens Triumph. Mommas Don't Let Your Babies Grow Up To Play Football. FASHION The Beckhams Donate To Charity. Royal Hairstylist Gets The Boot. IMG Supermodels On A Rampage. H&M Stops Production. Louis Vuitton Takes Heat Over Trunk. BUSINESS Apple Drops Millions For Primesense. H&M Plans To Pay Living Wage. Sony Working On ""Smartwig."" Dubai Wins Bid For World Expo Convention. US Airways and American Airlines To Merge"
211,3027556,"""3 Minute Update, The"" January 30, 2013 (2013)",2013,News,,,,,,,,
212,3045340,"""3 Minute Update, The"" April 30, 2013 (2013)",2013,News,,,,,,,,
213,3468768,"""3 Minute Update, The"" December 30, 2013 (2013)",2013,News,,,Kalena Liane (Celebrity Host),,,,,"ENTERTAINMENT Top Trending Actors of 2013: Ben Affleck has dropped out of two movies he was going to direct to play Batman! Mark Wahlberg Slams Tom Cruise! Matthew McConaughey Talks ""Dallas Buyers Club"". See what Brad Pitt opened up about to Esquire Magazine. Girls Rejoice! Ryan Gosling may soon be single! SPORTS Top Soccer Stories of 2013: Former AC Milan And Italy Midfielder Accused Of Crime. Pele Declines World Cup Draw. See what legendary soccer superstar, David Beckham just announced. Barcelona Midfielder Makes Big Decision. Lionel Messi injured again. GAMING Biggest Gaming Announcements of 2013: Tomb Raider Coming to PS4 and Xbox One. Mario Kart 8 and Super Smash Bros. A-Comin! Uncharted 4 Announced! Dualshock 4 drops touchscreen feature. Fallout 4 Website Was Fake and Expensive. TECHNOLOGY Top Tablet Stories of 2013: Apple Co-Founder Unhappy with iPad Air. Nokia's first phablet! Microsoft slashed pricing on the Surface Pro tablets, they now cost $100 less than they used to! New Paperwhite To Release In 2014. Fisher Price And Ipad Rocker For Babies. BUSINESS Top Disappearing Businesses of 2013: Sears Canada Hands Out Pink Slips. $5 Billion Loss for US Postal Service. Barclays Downsizes. OSX Brasil Files For Bankruptcy. Lockheed Martin Cuts 4,000 Jobs. FASHION Top International Fashion Stories of 2013: Ralph Lauren Outfits First UAE Ladies Polo Tournament. Liz Earle Beauty Products Hit the U.S. Vogue China celebrates its 100th issue! Louboutin wins case against anti-Islamic group. J. Crew Goes Across The Pond!"
214,3198148,"""City Scoop"" August 30, 2013 (2013)",2013,News,,,Michael Bloomberg (Himself),,,,,
215,3300536,"""3 Minute Update, The"" October 30, 2013 (2013)",2013,News,,Molly T. Smith,"Erica Bachelor (Host), Kalena Liane (Host)",,,,,ENTERTAINMENT- Chris Brown enters rehab. The Walking Dead gets a 5th season! Kanye West cancels another Yeezus concert. Gabrielle Union's birthday suit. SPORTS- Kobe-Less Lakers prove themselves. Golden Gloves announced for 2013. Sidney Rice out for season. Blatter apologizes to Ronaldo. BUSINESS- JPMorgan settles at $5.1 Billion. McDonald's leaves Heinz ketchup. Twitter avoids Facebook's post-IPO dip. 7-Eleven gets fancy. FASHION- Emily Ratajkowski is Esquire's Woman of the Year. Farfetch brings shoppers to Eastern Europe. Rihanna wears snakes for British GQ's Anniversary edition. TECHNOLOGY- New GPS bullet tracks criminals. Are all your Facebook friends giraffes? Nintendo suffers from smartphone gaming. Samsung's new app software. GAMING- Dark Souls 2 beta postponed for U.S. LEGO Marvel game is a surprise hit. Concern grows over Xbox One/PS4 release. Guidebook for Pokemon X/Y is a must have
216,2417650,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo (2013),2013,Comedy,Craig Moss,Craig Moss,"Ashley Martin (Bride), Austin Michael Scott (Groom / Roger Dodger), Heidi Kramer (Annie), Pickles Moss (Pickles), Alissa Kramer (Michelle)",80,USA,English,2.7 (2646 votes),"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism"
217,3032714,"""Malha??o"" Episode dated 30 January 2013 (2013)",2013,"Comedy, Drama, Family, Romance",,,"Alice Wegmann (Lia Martins), Agatha Moreira (Juliana Menezes), Guilherme Leicam (Vitor Machado), David Lucas (Orelha), Juliana Paiva (Fatinha)",,,,,
218,3019172,"""Fant?stico"" Episode dated 30 June 2013 (2013)",2013,Documentary,Jos? Alvarenga Jr,,"Marcelo Adnet (Himself / Ronaldo / Eddy Etaeta / Walter Casagrande / Galv?o Bueno / Pedro Bial / Various), Naldo Benny (Himself), Fabr?cio Boliveira (Himself), Zeca Camargo (Himself), Ellen Cardoso (Herself)",,,,,
219,2960694,"""Sense ficci?"" Episode dated 30 May 2013 (2013)",2013,Talk-Show,Joan Salvat,,"Joan Salvat (Himself - Host), Jordi Rovira (Himself), Guiomar Tod? (Herself)",,,,,
220,3224180,"""Y?doki nettow?ku"" Episode dated 30 September 2013 (2013)",2013,,,,"Tetsuya Yamamoto (Himself), Nana Ideta (Herself), Satoshi Aikawa (Himself), Nobuyuki Hirai (Himself), Sakana Kun (Himself)",,,,,
221,3360788,"""Kr?sn? ztr?ty"" Episode dated 30 November 2013 (2013)",2013,Talk-Show,,,"Michal Prokop (Himself - Host), Matej Hollan (Himself), Ondrej Kobza (Himself)",,,,,
222,3212818,"""Susana Gim?nez"" Episode dated 30 September 2013 (2013)",2013,,,,"Susana Gim?nez (Herself - Hostess / Susana Spadafucile), Rodolfo Barilli (Himself - Celebrity Contestant), Silvina Bosco (Zulma), Mar?a Ximena Capristo (Herself - Celebrity Contestant), Gustavo Conti (Himself - Celebrity Contestant)",,,,,
223,2889208,"""Continuar?..."" Episode dated 30 April 2013 (2013)",2013,News,Montserrat Momp?,,"Victoria Castillo (Herself), Laura Cot (Herself), Jordi Duran (Himself), Josep Echaburu (Himself), Montse Elias",,,,,
224,1579258,#38 (2009),2009,"Short, Drama",James McAndrew,Diane Timmerman,"Kristin Erickson, James McAndrew",4,USA,English,,How well do you know your co-worker?
225,1783661,"""Top star magaz?n"" Top star magaz?n 2009/38 (2009)",2009,Talk-Show,S?rka Sediv?,,"Mahulena Bocanov? (Herself - Host), Gabriela Partysov? (Herself - Reporter), Zuzana Belohorcov? (Herself - Reporter), Martina Jandov? (Herself - Reporter), Andrea Jezkov? (Herself - Reporter)",,,,,
226,1751332,"""Padres"" 38 (2009)",2009,Comedy,,"Germ?n Aparicio, Alfredo D?az, Crist?bal Garrido, Luis Moreno, Abraham Sastre, Raquel Soto",,,,,,
227,3222676,Taucher (2009),2009,"Short, Drama",Anil Jacob Kunnel,"Anil Jacob Kunnel, Rebecca Werdehausen","Ekkehard Freye (David), Bernhard Glose (Simon), Anita Mithra (Nandini), Vera Molitor (Lisa), Christina Rademacher (Renate)",23,Germany,German,,"When David hacks the Skype account of his wife Karla, who disappeared after she left him a note, he is confronted with complete strangers who might know what life she is now living"
228,1341317,"""Life"" Initiative 38 (2009)",2009,"Crime, Drama, Mystery",John Behring,"Rand Ravich, Rand Ravich, Far Shariat, Wendy Calhoun, Scott M. Gimple, Joe Hortua","Damian Lewis (Charlie Crews), Sarah Shahi (Dani Reese), Brent Sexton (Robert Stark), Donal Logue (Captain Kevin Tidwell), Adam Arkin (Ted Earley)",,,,8.1 (183 votes),"An LA councilwoman is found shot in their family's outdoor jacuzzi. She was working to get Initiative 38, a comprehensive ban on handguns, passed. Was the murder committed by gun-nuts or is there more to the case than seems at first?"
229,1756996,"""Ask That Guy with the Glasses"" Ask That Guy #38 (2009)",2009,"Short, Comedy",Doug Walker,Doug Walker,Doug Walker (Ask That Guy With the Glasses),,,,5.0 (6 votes),
230,1511912,"""Teraz albo nigdy!"" Odcinek 38 (2009)",2009,"Drama, Romance",,,"Katarzyna Maciag (Basia Jasnyk), Marta Zmuda Trzebiatowska (Marta Orkisz), Bartek Kasprzykowski (Robert Orkisz), Rafal Kr?likowski (Michal Winiarski), Mateusz Damiecki (Andrzej Bosz)",,,,,
231,2403821,Beagle 38: una aho na.... (2009) (V),V,"Short, Comedy",,,"Motoshi Kat? (Himself), Suguru Nakaya (Himself), Hiroshi Nose (Himself)",Japan:40,Japan,Japanese,,
232,1490088,"""BBC Proms"" Prom 38: Stravinsky's Rite of Spring (2009)",2009,Music,Bridget Caldwell,,"Suzy Klein (Herself - Presenter), Clemency Burton-Hill (Herself - Presenter), BBC Scottish Symphony Orchestra (Themselves), Kim Brandstrup (Himself), Deborah Bull (Herself)",,,,,
233,1494559,"""Titel, Thesen, Temperamente"" Sendung vom 16.08.2009 (2009)",2009,,,,,,,,,
234,3742828,"""Premier League Season 2008/2009"" (2009)",2009,,,,,,,,,
235,1472014,Arsenal Season Review 2008/2009 (2009) (V),V,Sport,,,"Andrey Arshavin (Himself), Cesc F?bregas (Himself), Samir Nasri (Himself), Robin van Persie (Himself), Theo Walcott (Himself)",UK:120,UK,English,7.9 (7 votes),
236,2987198,Fulham Season Review 2008-2009 (2009),2009,Sport,,Graham Keyte,,,UK,English,,
237,2263194,"""Samson en Gert"" Kerstshow 2008-2009: De magische kerstshow (2008)",2008,Comedy,,,"Walter Baele (Eug?ne Van Leemhuyzen), Walter de Donder (Burgemeester), Hans Royaards (Afgevaardigde van de Minister), Peter Thyssen (Samson), Gert Verhulst (Gert)",,,,,
238,1655480,"""Finansmagasinet"" Finansmagasinet (2008-2009) (2008)",2008,News,,,"Tina Riising (Herself - Host), Ole Krohn (Himself - Host)",,,,,
239,3117502,West Ham United Season Review 2008-2009 (2009),2009,Sport,,Graham Keyte,,,UK,English,,
240,1356629,"""Mastermind"" Celebrity Mastermind 2008/2009: Episode 1 (2008)",2008,Game-Show,,Bill Wright,"John Humphrys (Himself - Host), David Harewood (Himself), David Lammy (Himself), David Myers (Himself), Toyah Willcox (Herself)",,,,,
241,1356632,"""Mastermind"" Celebrity Mastermind 2008/2009: Episode 5 (2009)",2009,Game-Show,,Bill Wright,"John Humphrys (Himself - Host), Phil Daniels (Himself), Ian Lavender (Himself), Tim Vine (Himself), Rick Wakeman (Himself)",,,,,
242,1352541,"""Mastermind"" Celebrity Mastermind 2008/2009: Episode 4 (2008)",2008,Game-Show,,Bill Wright,"John Humphrys (Himself - Host), Mick Hucknall (Himself), Sally Lindsay (Herself), Mel Smith (Himself), Summer Strallen (Herself)",,,,,
243,1356631,"""Mastermind"" Celebrity Mastermind 2008/2009: Episode 3 (2008)",2008,Game-Show,,Bill Wright,"John Humphrys (Himself - Host), Bob Harris (Himself), Louise Minchin (Herself), Andrew Neil (Himself), John Sessions (Himself)",,,,,
244,3059540,#3c (2013),2013,"Short, Drama, Horror",Mischa Auzins,Mischa Auzins,"Stephen Medvidick (David), Allison Mattox (Jenny), Angelo Angrisani (Father), Elizabeth Bove (Mother), Rod Rodriguez (EMT)",16,USA,English,,"Trapped in a lifeless body with no way to communicate with the outside world, no way to let your loved ones know your still alive. This is one mans journey to find forgiveness and acceptance in a world he doesn't want to leave, and survival in another where reality is all too final"
245,4076630,C2013 (2014),2014,"Short, Fantasy",Christine Lucy Latimer,,,42,Canada,,,"A durational feedback-variation study using a found VHS banjo lesson cycled through a (mostly broken) betamax deck. Distorted hearkenings to the various 'lessons' of my youth meet with inquiries surrounding learning, training and the reduced mastery that accompanies simplified contemporary consumer lens-based interfaces"
246,2850824,"""0511 TV Lokal"" MobiliTec 2013 (2013)",2013,"Documentary, Music, News",,,,,,,,
247,3292188,"""Rugby League World Cup"" RLWC 2013 Preview Forum (2013)",2013,Sport,,,"Mark Chapman (Himself - Presenter), Brian Noble (Himself - Analyst), Jonathan Davies (Himself - Analyst), Tanya Arnold (Herself - In-Studio Reporter), Sean O'Loughlin (Himself - England Captain)",88,,,,
